grid,constructor,year,round,driverRef,q
13,Alfa Romeo,2020,9,raikkonen,1:16.854
14,Ferrari,2020,9,vettel,1:16.858
15,Haas F1 Team,2020,9,grosjean,1:17.254
16,AlphaTauri,2020,9,gasly,1:17.125
17,Alfa Romeo,2020,9,giovinazzi,1:17.220
18,Williams,2020,9,russell,1:17.232
19,Williams,2020,9,latifi,1:17.320
20,Haas F1 Team,2020,9,kevin_magnussen,1:17.348
1,Mercedes,2020,10,hamilton,1:31.304
2,Red Bull,2020,10,max_verstappen,1:31.867
3,Mercedes,2020,10,bottas,1:31.956
4,Racing Point,2020,10,perez,1:32.317
5,Renault,2020,10,ricciardo,1:32.364
6,McLaren,2020,10,sainz,1:32.550
7,Renault,2020,10,ocon,1:32.624
8,McLaren,2020,10,norris,1:32.847
9,AlphaTauri,2020,10,gasly,1:33.000
10,Red Bull,2020,10,albon,1:33.008
11,Ferrari,2020,10,leclerc,1:33.239
12,AlphaTauri,2020,10,kvyat,1:33.249
13,Racing Point,2020,10,stroll,1:33.364
14,Williams,2020,10,russell,1:33.583
15,Ferrari,2020,10,vettel,1:33.609
16,Haas F1 Team,2020,10,grosjean,1:34.592
17,Alfa Romeo,2020,10,giovinazzi,1:34.594
18,Haas F1 Team,2020,10,kevin_magnussen,1:34.681
19,Williams,2020,10,latifi,1:35.066
20,Alfa Romeo,2020,10,raikkonen,1:35.267
1,Mercedes,2020,11,bottas,1:25.269
2,Mercedes,2020,11,hamilton,1:25.525
3,Red Bull,2020,11,max_verstappen,1:25.562
4,Ferrari,2020,11,leclerc,1:26.035
5,Red Bull,2020,11,albon,1:26.047
6,Renault,2020,11,ricciardo,1:26.223
7,Renault,2020,11,ocon,1:26.242
8,McLaren,2020,11,norris,1:26.458
9,Racing Point,2020,11,perez,1:26.704
10,McLaren,2020,11,sainz,1:26.709
11,Ferrari,2020,11,vettel,1:26.738
12,AlphaTauri,2020,11,gasly,1:26.776
13,AlphaTauri,2020,11,kvyat,1:26.848
14,Alfa Romeo,2020,11,giovinazzi,1:26.936
15,Haas F1 Team,2020,11,kevin_magnussen,1:27.125
16,Haas F1 Team,2020,11,grosjean,1:27.552
17,Williams,2020,11,russell,1:27.564
18,Williams,2020,11,latifi,1:27.812
19,Alfa Romeo,2020,11,raikkonen,1:27.817
20,Racing Point,2020,11,hulkenberg,1:28.021
12,Racing Point,2020,12,stroll,1:17.626
11,Renault,2020,12,ocon,1:17.614
10,Renault,2020,12,ricciardo,1:17.481
9,AlphaTauri,2020,12,gasly,1:17.803
8,McLaren,2020,12,norris,1:17.525
7,McLaren,2020,12,sainz,1:17.520
6,Red Bull,2020,12,albon,1:17.437
5,Racing Point,2020,12,perez,1:17.223
4,Ferrari,2020,12,leclerc,1:17.090
3,Red Bull,2020,12,max_verstappen,1:16.904
2,Mercedes,2020,12,bottas,1:16.754
1,Mercedes,2020,12,hamilton,1:16.652
13,AlphaTauri,2020,12,kvyat,1:17.728
14,Williams,2020,12,russell,1:17.788
15,Ferrari,2020,12,vettel,1:17.919
16,Alfa Romeo,2020,12,raikkonen,1:18.201
17,Alfa Romeo,2020,12,giovinazzi,1:18.323
18,Haas F1 Team,2020,12,grosjean,1:18.364
19,Haas F1 Team,2020,12,kevin_magnussen,1:18.508
20,Williams,2020,12,latifi,1:18.777
1,Mercedes,2020,13,bottas,1:13.609
2,Mercedes,2020,13,hamilton,1:13.706
3,Red Bull,2020,13,max_verstappen,1:14.176
4,AlphaTauri,2020,13,gasly,1:14.502
5,Renault,2020,13,ricciardo,1:14.520
6,Red Bull,2020,13,albon,1:14.572
7,Ferrari,2020,13,leclerc,1:14.616
8,AlphaTauri,2020,13,kvyat,1:14.696
9,McLaren,2020,13,norris,1:14.814
10,McLaren,2020,13,sainz,1:14.911
11,Racing Point,2020,13,perez,1:15.061
12,Renault,2020,13,ocon,1:15.201
13,Williams,2020,13,russell,1:15.323
14,Ferrari,2020,13,vettel,1:15.385
15,Racing Point,2020,13,stroll,1:15.494
16,Haas F1 Team,2020,13,grosjean,1:15.918
17,Haas F1 Team,2020,13,kevin_magnussen,1:15.939
18,Alfa Romeo,2020,13,raikkonen,1:15.953
19,Williams,2020,13,latifi,1:15.987
20,Alfa Romeo,2020,13,giovinazzi,1:16.208
1,Racing Point,2020,14,stroll,1:47.765
2,Red Bull,2020,14,max_verstappen,1:48.055
3,Racing Point,2020,14,perez,1:49.321
4,Red Bull,2020,14,albon,1:50.448
5,Renault,2020,14,ricciardo,1:51.595
