grid,constructor,year,round,driverRef,q
4,McLaren,2012,17,button,1:25.659
5,Ferrari,2012,17,alonso,1:25.773
6,Ferrari,2012,17,massa,1:25.857
7,Lotus F1,2012,17,raikkonen,1:26.236
8,Sauber,2012,17,perez,1:26.360
9,Williams,2012,17,maldonado,1:26.713
10,Mercedes,2012,17,rosberg,1:25.976
11,Lotus F1,2012,17,grosjean,1:26.136
12,Force India,2012,17,hulkenberg,1:26.241
13,Williams,2012,17,bruno_senna,1:26.331
14,Mercedes,2012,17,michael_schumacher,1:26.574
15,Toro Rosso,2012,17,ricciardo,1:26.777
16,Force India,2012,17,resta,1:26.989
17,Sauber,2012,17,kobayashi,1:27.219
18,Toro Rosso,2012,17,vergne,1:27.525
19,Caterham,2012,17,petrov,1:28.756
20,Caterham,2012,17,kovalainen,1:29.500
21,Marussia,2012,17,glock,1:29.613
22,HRT,2012,17,rosa,1:30.592
23,HRT,2012,17,karthikeyan,1:30.593
24,Marussia,2012,17,pic,1:30.662
1,McLaren,2012,18,hamilton,1:40.630
2,Red Bull,2012,18,webber,1:40.978
3,Red Bull,2012,18,vettel,1:41.073
4,Williams,2012,18,maldonado,1:41.226
5,Lotus F1,2012,18,raikkonen,1:41.260
6,McLaren,2012,18,button,1:41.290
7,Ferrari,2012,18,alonso,1:41.582
8,Mercedes,2012,18,rosberg,1:41.603
9,Ferrari,2012,18,massa,1:41.723
10,Lotus F1,2012,18,grosjean,1:41.778
11,Force India,2012,18,hulkenberg,1:42.019
12,Sauber,2012,18,perez,1:42.084
13,Force India,2012,18,resta,1:42.218
14,Mercedes,2012,18,michael_schumacher,1:42.289
15,Williams,2012,18,bruno_senna,1:42.330
16,Sauber,2012,18,kobayashi,1:42.606
17,Toro Rosso,2012,18,ricciardo,1:42.765
18,Toro Rosso,2012,18,vergne,1:44.058
19,Caterham,2012,18,kovalainen,1:44.956
20,Marussia,2012,18,pic,1:45.089
21,Caterham,2012,18,petrov,1:45.151
22,Marussia,2012,18,glock,1:45.426
23,HRT,2012,18,rosa,1:45.766
24,HRT,2012,18,karthikeyan,1:46.382
1,Red Bull,2012,19,vettel,1:35.657
2,McLaren,2012,19,hamilton,1:35.766
3,Red Bull,2012,19,webber,1:36.174
4,Lotus F1,2012,19,grosjean,1:36.587
5,Lotus F1,2012,19,raikkonen,1:36.708
6,Mercedes,2012,19,michael_schumacher,1:36.794
7,Ferrari,2012,19,massa,1:36.937
8,Force India,2012,19,hulkenberg,1:37.141
9,Ferrari,2012,19,alonso,1:37.300
10,Williams,2012,19,maldonado,1:37.842
11,Williams,2012,19,bruno_senna,1:37.604
12,McLaren,2012,19,button,1:37.616
13,Force India,2012,19,resta,1:37.665
14,Toro Rosso,2012,19,vergne,1:37.879
15,Sauber,2012,19,perez,1:38.206
16,Sauber,2012,19,kobayashi,1:38.437
17,Mercedes,2012,19,rosberg,1:38.501
18,Toro Rosso,2012,19,ricciardo,1:39.114
19,Marussia,2012,19,glock,1:40.056
20,Marussia,2012,19,pic,1:40.664
21,Caterham,2012,19,petrov,1:40.809
22,Caterham,2012,19,kovalainen,1:41.166
23,HRT,2012,19,rosa,1:42.011
24,HRT,2012,19,karthikeyan,1:42.740
1,McLaren,2012,20,hamilton,1:12.458
2,McLaren,2012,20,button,1:12.513
3,Red Bull,2012,20,webber,1:12.581
4,Red Bull,2012,20,vettel,1:12.760
5,Ferrari,2012,20,massa,1:12.987
6,Williams,2012,20,maldonado,1:13.174
7,Force India,2012,20,hulkenberg,1:13.206
8,Ferrari,2012,20,alonso,1:13.253
9,Lotus F1,2012,20,raikkonen,1:13.298
10,Mercedes,2012,20,rosberg,1:13.489
11,Force India,2012,20,resta,1:14.121
12,Williams,2012,20,bruno_senna,1:14.219
13,Sauber,2012,20,perez,1:14.234
14,Mercedes,2012,20,michael_schumacher,1:14.334
15,Sauber,2012,20,kobayashi,1:14.380
16,Toro Rosso,2012,20,ricciardo,1:14.574
17,Toro Rosso,2012,20,vergne,1:14.619
18,Lotus F1,2012,20,grosjean,1:16.967
19,Caterham,2012,20,petrov,1:17.073
20,Caterham,2012,20,kovalainen,1:17.086
21,Marussia,2012,20,glock,1:17.508
22,Marussia,2012,20,pic,1:18.104
23,HRT,2012,20,karthikeyan,1:19.576
24,HRT,2012,20,rosa,1:19.699
1,Red Bull,2013,1,vettel,1:27.407
2,Red Bull,2013,1,webber,1:27.827
3,Mercedes,2013,1,hamilton,1:28.087
4,Ferrari,2013,1,massa,1:28.490
5,Ferrari,2013,1,alonso,1:28.493
6,Mercedes,2013,1,rosberg,1:28.523
7,Lotus F1,2013,1,raikkonen,1:28.738
8,Lotus F1,2013,1,grosjean,1:29.013
9,Force India,2013,1,resta,1:29.305
10,McLaren,2013,1,button,1:30.357
11,Sauber,2013,1,hulkenberg,1:38.067
12,Force India,2013,1,sutil,1:38.134
13,Toro Rosso,2013,1,vergne,1:38.778
14,Toro Rosso,2013,1,ricciardo,1:39.042
15,McLaren,2013,1,perez,1:39.900
16,Williams,2013,1,bottas,1:40.290
17,Williams,2013,1,maldonado,1:47.614
18,Sauber,2013,1,gutierrez,1:47.776
19,Marussia,2013,1,jules_bianchi,1:48.147
20,Marussia,2013,1,chilton,1:48.909
21,Caterham,2013,1,garde,1:49.519
22,Caterham,2013,1,pic,1:50.626
1,Red Bull,2013,2,vettel,1:49.674
2,Ferrari,2013,2,massa,1:50.587
3,Ferrari,2013,2,alonso,1:50.727
4,Mercedes,2013,2,hamilton,1:51.699
5,Red Bull,2013,2,webber,1:52.244
6,Mercedes,2013,2,rosberg,1:52.519
7,Lotus F1,2013,2,raikkonen,1:52.970
8,McLaren,2013,2,button,1:53.175
9,Force India,2013,2,sutil,1:53.439
10,McLaren,2013,2,perez,1:54.136
11,Lotus F1,2013,2,grosjean,1:37.636
12,Sauber,2013,2,hulkenberg,1:38.125
13,Toro Rosso,2013,2,ricciardo,1:38.822
14,Sauber,2013,2,gutierrez,1:39.221
15,Force India,2013,2,resta,1:44.509
16,Williams,2013,2,maldonado,1:37.867
17,Toro Rosso,2013,2,vergne,1:38.157
18,Williams,2013,2,bottas,1:38.207
19,Marussia,2013,2,jules_bianchi,1:38.434
20,Caterham,2013,2,pic,1:39.314
21,Marussia,2013,2,chilton,1:39.672
22,Caterham,2013,2,garde,1:39.932
1,Mercedes,2013,3,hamilton,1:34.484
2,Lotus F1,2013,3,raikkonen,1:34.761
3,Ferrari,2013,3,alonso,1:34.788
4,Mercedes,2013,3,rosberg,1:34.861
5,Ferrari,2013,3,massa,1:34.933
6,Lotus F1,2013,3,grosjean,1:35.364
7,Toro Rosso,2013,3,ricciardo,1:35.998
8,McLaren,2013,3,button,2:05.673
9,Red Bull,2013,3,vettel,1:35.343
10,Sauber,2013,3,hulkenberg,1:36.261
11,Force India,2013,3,resta,1:36.287
12,McLaren,2013,3,perez,1:36.314
13,Force India,2013,3,sutil,1:36.405
14,Red Bull,2013,3,webber,1:36.679
15,Williams,2013,3,maldonado,1:37.139
16,Toro Rosso,2013,3,vergne,1:37.199
17,Williams,2013,3,bottas,1:37.769
18,Sauber,2013,3,gutierrez,1:37.990
19,Marussia,2013,3,jules_bianchi,1:38.780
20,Marussia,2013,3,chilton,1:39.537
21,Caterham,2013,3,pic,1:39.614
22,Caterham,2013,3,garde,1:39.660
1,Mercedes,2013,4,rosberg,1:32.330
2,Red Bull,2013,4,vettel,1:32.584
3,Ferrari,2013,4,alonso,1:32.667
4,Mercedes,2013,4,hamilton,1:32.762
5,Red Bull,2013,4,webber,1:33.078
6,Ferrari,2013,4,massa,1:33.207
7,Force India,2013,4,resta,1:33.235
8,Force India,2013,4,sutil,1:33.246
9,Lotus F1,2013,4,raikkonen,1:33.327
10,McLaren,2013,4,button,1:33.702
11,Lotus F1,2013,4,grosjean,1:33.762
12,McLaren,2013,4,perez,1:33.914
13,Toro Rosso,2013,4,ricciardo,1:33.974
14,Sauber,2013,4,hulkenberg,1:33.976
15,Williams,2013,4,bottas,1:34.105
16,Toro Rosso,2013,4,vergne,1:34.284
17,Williams,2013,4,maldonado,1:34.425
18,Sauber,2013,4,gutierrez,1:34.730
19,Caterham,2013,4,pic,1:35.283
20,Marussia,2013,4,jules_bianchi,1:36.178
21,Caterham,2013,4,garde,1:36.304
22,Marussia,2013,4,chilton,1:36.476
1,Mercedes,2013,5,rosberg,1:20.718
2,Mercedes,2013,5,hamilton,1:20.972
3,Red Bull,2013,5,vettel,1:21.054
4,Lotus F1,2013,5,raikkonen,1:21.177
5,Ferrari,2013,5,alonso,1:21.218
6,Ferrari,2013,5,massa,1:21.219
7,Lotus F1,2013,5,grosjean,1:21.308
8,Red Bull,2013,5,webber,1:21.570
9,McLaren,2013,5,perez,1:22.069
10,Force India,2013,5,resta,1:22.233
11,Toro Rosso,2013,5,ricciardo,1:22.127
12,Toro Rosso,2013,5,vergne,1:22.166
13,Force India,2013,5,sutil,1:22.346
14,McLaren,2013,5,button,1:22.355
15,Sauber,2013,5,hulkenberg,1:22.389
16,Sauber,2013,5,gutierrez,1:22.793
17,Williams,2013,5,bottas,1:23.260
18,Williams,2013,5,maldonado,1:23.318
19,Caterham,2013,5,garde,1:24.661
20,Marussia,2013,5,jules_bianchi,1:24.713
21,Marussia,2013,5,chilton,1:24.996
22,Caterham,2013,5,pic,1:25.070
1,Mercedes,2013,6,rosberg,1:13.876
2,Mercedes,2013,6,hamilton,1:13.967
3,Red Bull,2013,6,vettel,1:13.980
4,Red Bull,2013,6,webber,1:14.181
5,Lotus F1,2013,6,raikkonen,1:14.822
6,Ferrari,2013,6,alonso,1:14.824
7,McLaren,2013,6,perez,1:15.138
8,Force India,2013,6,sutil,1:15.383
9,McLaren,2013,6,button,1:15.647
10,Toro Rosso,2013,6,vergne,1:15.703
11,Sauber,2013,6,hulkenberg,1:18.331
12,Toro Rosso,2013,6,ricciardo,1:18.344
13,Lotus F1,2013,6,grosjean,1:18.603
14,Williams,2013,6,bottas,1:19.077
15,Caterham,2013,6,garde,1:19.408
16,Williams,2013,6,maldonado,1:21.688
17,Force India,2013,6,resta,1:26.322
18,Caterham,2013,6,pic,1:26.633
19,Sauber,2013,6,gutierrez,1:26.917
20,Marussia,2013,6,chilton,1:27.303
1,Red Bull,2013,7,vettel,1:25.425
2,Mercedes,2013,7,hamilton,1:25.512
3,Williams,2013,7,bottas,1:25.897
4,Mercedes,2013,7,rosberg,1:26.008
5,Red Bull,2013,7,webber,1:26.208
6,Ferrari,2013,7,alonso,1:26.504
7,Toro Rosso,2013,7,vergne,1:26.543
8,Force India,2013,7,sutil,1:27.348
9,Lotus F1,2013,7,raikkonen,1:27.432
10,Toro Rosso,2013,7,ricciardo,1:27.946
11,Sauber,2013,7,hulkenberg,1:29.435
12,McLaren,2013,7,perez,1:29.761
13,Williams,2013,7,maldonado,1:29.917
14,McLaren,2013,7,button,1:30.068
15,Sauber,2013,7,gutierrez,1:30.315
16,Ferrari,2013,7,massa,1:30.354
17,Force India,2013,7,resta,1:24.908
18,Caterham,2013,7,pic,1:25.626
19,Lotus F1,2013,7,grosjean,1:25.716
20,Marussia,2013,7,jules_bianchi,1:26.508
21,Marussia,2013,7,chilton,1:27.062
22,Caterham,2013,7,garde,1:27.110
1,Mercedes,2013,8,hamilton,1:29.607
2,Mercedes,2013,8,rosberg,1:30.059
3,Red Bull,2013,8,vettel,1:30.211
4,Red Bull,2013,8,webber,1:30.220
5,Force India,2013,8,resta,1:30.736
6,Toro Rosso,2013,8,ricciardo,1:30.757
7,Force India,2013,8,sutil,1:30.908
8,Lotus F1,2013,8,grosjean,1:30.955
9,Lotus F1,2013,8,raikkonen,1:30.962
10,Ferrari,2013,8,alonso,1:30.979
11,McLaren,2013,8,button,1:31.649
12,Ferrari,2013,8,massa,1:31.779
13,Toro Rosso,2013,8,vergne,1:31.785
14,McLaren,2013,8,perez,1:32.082
15,Sauber,2013,8,hulkenberg,1:32.211
16,Williams,2013,8,maldonado,1:32.359
17,Williams,2013,8,bottas,1:32.664
18,Sauber,2013,8,gutierrez,1:32.666
19,Caterham,2013,8,pic,1:33.866
20,Marussia,2013,8,jules_bianchi,1:34.108
21,Caterham,2013,8,garde,1:35.481
22,Marussia,2013,8,chilton,1:35.858
1,Mercedes,2013,9,hamilton,1:29.398
2,Red Bull,2013,9,vettel,1:29.501
3,Red Bull,2013,9,webber,1:29.608
4,Lotus F1,2013,9,raikkonen,1:29.892
5,Lotus F1,2013,9,grosjean,1:29.959
6,Toro Rosso,2013,9,ricciardo,1:30.528
7,Ferrari,2013,9,massa,1:31.126
8,Ferrari,2013,9,alonso,1:31.209
9,McLaren,2013,9,button,1:30.269
10,Sauber,2013,9,hulkenberg,1:30.231
11,Mercedes,2013,9,rosberg,1:30.326
12,Force India,2013,9,resta,1:30.697
13,McLaren,2013,9,perez,1:30.933
14,Sauber,2013,9,gutierrez,1:31.010
15,Force India,2013,9,sutil,1:31.010
16,Toro Rosso,2013,9,vergne,1:31.104
17,Williams,2013,9,bottas,1:31.693
18,Williams,2013,9,maldonado,1:31.707
19,Caterham,2013,9,pic,1:32.937
20,Marussia,2013,9,jules_bianchi,1:33.063
21,Caterham,2013,9,garde,1:33.734
22,Marussia,2013,9,chilton,1:34.098
1,Mercedes,2013,10,hamilton,1:19.388
2,Red Bull,2013,10,vettel,1:19.426
3,Lotus F1,2013,10,grosjean,1:19.595
4,Mercedes,2013,10,rosberg,1:19.720
5,Ferrari,2013,10,alonso,1:19.791
6,Lotus F1,2013,10,raikkonen,1:19.851
7,Ferrari,2013,10,massa,1:19.929
8,Toro Rosso,2013,10,ricciardo,1:20.641
9,McLaren,2013,10,perez,1:22.398
10,Red Bull,2013,10,webber,1:20.503
11,Force India,2013,10,sutil,1:20.569
12,Sauber,2013,10,hulkenberg,1:20.580
13,McLaren,2013,10,button,1:20.777
14,Toro Rosso,2013,10,vergne,1:21.029
15,Williams,2013,10,maldonado,1:21.133
16,Williams,2013,10,bottas,1:21.219
17,Sauber,2013,10,gutierrez,1:21.724
18,Force India,2013,10,resta,1:22.043
19,Caterham,2013,10,pic,1:23.007
20,Caterham,2013,10,garde,1:23.333
21,Marussia,2013,10,jules_bianchi,1:23.787
22,Marussia,2013,10,chilton,1:23.997
1,Mercedes,2013,11,hamilton,2:01.012
2,Red Bull,2013,11,vettel,2:01.200
3,Red Bull,2013,11,webber,2:01.325
4,Mercedes,2013,11,rosberg,2:02.251
5,Force India,2013,11,resta,2:02.332
6,McLaren,2013,11,button,2:03.075
7,Lotus F1,2013,11,grosjean,2:03.081
8,Lotus F1,2013,11,raikkonen,2:03.390
9,Ferrari,2013,11,alonso,2:03.482
10,Ferrari,2013,11,massa,2:04.059
11,Sauber,2013,11,hulkenberg,1:49.088
12,Force India,2013,11,sutil,1:49.103
13,McLaren,2013,11,perez,1:49.304
14,Caterham,2013,11,garde,1:52.036
15,Marussia,2013,11,jules_bianchi,1:52.563
16,Marussia,2013,11,chilton,1:52.762
17,Williams,2013,11,maldonado,2:03.072
18,Toro Rosso,2013,11,vergne,2:03.300
19,Toro Rosso,2013,11,ricciardo,2:03.317
20,Williams,2013,11,bottas,2:03.432
21,Sauber,2013,11,gutierrez,2:04.324
22,Caterham,2013,11,pic,2:07.384
1,Red Bull,2013,12,vettel,1:23.755
2,Red Bull,2013,12,webber,1:23.968
3,Sauber,2013,12,hulkenberg,1:24.065
4,Ferrari,2013,12,massa,1:24.132
5,Ferrari,2013,12,alonso,1:24.142
6,Mercedes,2013,12,rosberg,1:24.192
7,Toro Rosso,2013,12,ricciardo,1:24.209
8,McLaren,2013,12,perez,1:24.502
9,McLaren,2013,12,button,1:24.515
10,Toro Rosso,2013,12,vergne,1:28.050
11,Lotus F1,2013,12,raikkonen,1:24.610
12,Mercedes,2013,12,hamilton,1:24.803
13,Lotus F1,2013,12,grosjean,1:24.848
14,Force India,2013,12,sutil,1:24.932
15,Williams,2013,12,maldonado,1:25.011
16,Force India,2013,12,resta,1:25.077
17,Sauber,2013,12,gutierrez,1:25.226
18,Williams,2013,12,bottas,1:25.291
19,Caterham,2013,12,garde,1:26.406
20,Caterham,2013,12,pic,1:26.563
21,Marussia,2013,12,jules_bianchi,1:27.085
22,Marussia,2013,12,chilton,1:27.480
1,Red Bull,2013,13,vettel,1:42.841
2,Mercedes,2013,13,rosberg,1:42.932
3,Lotus F1,2013,13,grosjean,1:43.058
4,Red Bull,2013,13,webber,1:43.152
5,Mercedes,2013,13,hamilton,1:43.254
6,Ferrari,2013,13,massa,1:43.890
7,Ferrari,2013,13,alonso,1:43.938
8,McLaren,2013,13,button,1:44.282
9,Toro Rosso,2013,13,ricciardo,1:44.439
10,Sauber,2013,13,gutierrez,1:44.245
11,Sauber,2013,13,hulkenberg,1:44.555
12,Toro Rosso,2013,13,vergne,1:44.588
13,Lotus F1,2013,13,raikkonen,1:44.658
14,McLaren,2013,13,perez,1:44.752
15,Force India,2013,13,sutil,1:45.185
16,Williams,2013,13,bottas,1:45.388
17,Force India,2013,13,resta,1:46.121
18,Williams,2013,13,maldonado,1:46.619
19,Caterham,2013,13,pic,1:48.111
20,Caterham,2013,13,garde,1:48.320
21,Marussia,2013,13,jules_bianchi,1:48.830
22,Marussia,2013,13,chilton,1:48.930
1,Red Bull,2013,14,vettel,1:37.202
2,Mercedes,2013,14,hamilton,1:37.420
3,Red Bull,2013,14,webber,1:37.464
4,Lotus F1,2013,14,grosjean,1:37.531
5,Mercedes,2013,14,rosberg,1:37.679
6,Ferrari,2013,14,alonso,1:38.038
7,Ferrari,2013,14,massa,1:38.223
8,Sauber,2013,14,hulkenberg,1:38.237
9,Sauber,2013,14,gutierrez,1:38.405
10,Lotus F1,2013,14,raikkonen,1:38.822
11,McLaren,2013,14,perez,1:38.362
12,McLaren,2013,14,button,1:38.365
13,Toro Rosso,2013,14,ricciardo,1:38.417
14,Force India,2013,14,sutil,1:38.431
15,Force India,2013,14,resta,1:38.718
16,Toro Rosso,2013,14,vergne,1:38.781
17,Williams,2013,14,bottas,1:39.470
18,Williams,2013,14,maldonado,1:39.987
19,Caterham,2013,14,pic,1:40.864
20,Caterham,2013,14,garde,1:40.871
21,Marussia,2013,14,jules_bianchi,1:41.169
22,Marussia,2013,14,chilton,1:41.322
1,Red Bull,2013,15,webber,1:30.915
2,Red Bull,2013,15,vettel,1:31.089
3,Mercedes,2013,15,hamilton,1:31.253
4,Lotus F1,2013,15,grosjean,1:31.365
5,Ferrari,2013,15,massa,1:31.378
6,Mercedes,2013,15,rosberg,1:31.397
7,Sauber,2013,15,hulkenberg,1:31.644
8,Ferrari,2013,15,alonso,1:31.665
9,Lotus F1,2013,15,raikkonen,1:31.684
10,McLaren,2013,15,button,1:31.827
11,McLaren,2013,15,perez,1:31.989
12,Force India,2013,15,resta,1:31.992
13,Williams,2013,15,bottas,1:32.013
14,Sauber,2013,15,gutierrez,1:32.063
15,Williams,2013,15,maldonado,1:32.093
16,Toro Rosso,2013,15,ricciardo,1:32.485
17,Force India,2013,15,sutil,1:32.890
18,Toro Rosso,2013,15,vergne,1:33.357
19,Marussia,2013,15,chilton,1:34.320
20,Caterham,2013,15,pic,1:34.556
21,Caterham,2013,15,garde,1:34.879
22,Marussia,2013,15,jules_bianchi,1:34.958
1,Red Bull,2013,16,vettel,1:24.119
2,Mercedes,2013,16,rosberg,1:24.871
3,Mercedes,2013,16,hamilton,1:24.941
4,Red Bull,2013,16,webber,1:25.047
5,Ferrari,2013,16,massa,1:25.201
6,Lotus F1,2013,16,raikkonen,1:25.248
7,Sauber,2013,16,hulkenberg,1:25.334
8,Ferrari,2013,16,alonso,1:25.826
9,McLaren,2013,16,perez,1:26.153
10,McLaren,2013,16,button,1:26.487
11,Toro Rosso,2013,16,ricciardo,1:25.519
12,Force India,2013,16,resta,1:25.711
13,Force India,2013,16,sutil,1:25.740
14,Toro Rosso,2013,16,vergne,1:25.798
15,Williams,2013,16,bottas,1:26.134
16,Sauber,2013,16,gutierrez,1:26.366
17,Lotus F1,2013,16,grosjean,1:26.577
18,Williams,2013,16,maldonado,1:26.842
19,Marussia,2013,16,jules_bianchi,1:26.970
20,Caterham,2013,16,garde,1:27.105
21,Caterham,2013,16,pic,1:27.487
22,Marussia,2013,16,chilton,1:28.138
1,Red Bull,2013,17,webber,1:39.957
2,Red Bull,2013,17,vettel,1:40.075
3,Mercedes,2013,17,rosberg,1:40.419
4,Mercedes,2013,17,hamilton,1:40.501
5,Lotus F1,2013,17,raikkonen,1:40.542
6,Sauber,2013,17,hulkenberg,1:40.576
7,Lotus F1,2013,17,grosjean,1:40.997
8,Ferrari,2013,17,massa,1:41.015
9,McLaren,2013,17,perez,1:41.068
10,Toro Rosso,2013,17,ricciardo,1:41.111
11,Ferrari,2013,17,alonso,1:41.093
12,Force India,2013,17,resta,1:41.133
13,McLaren,2013,17,button,1:41.200
14,Toro Rosso,2013,17,vergne,1:41.279
15,Williams,2013,17,maldonado,1:41.395
16,Williams,2013,17,bottas,1:41.447
17,Sauber,2013,17,gutierrez,1:41.999
18,Force India,2013,17,sutil,1:42.051
19,Caterham,2013,17,garde,1:43.252
20,Marussia,2013,17,jules_bianchi,1:43.398
21,Caterham,2013,17,pic,1:43.528
22,Marussia,2013,17,chilton,1:44.198
1,Red Bull,2013,18,vettel,1:36.338
2,Red Bull,2013,18,webber,1:36.441
3,Lotus F1,2013,18,grosjean,1:37.155
4,Sauber,2013,18,hulkenberg,1:37.296
5,Mercedes,2013,18,hamilton,1:37.345
6,Ferrari,2013,18,alonso,1:37.376
7,McLaren,2013,18,perez,1:37.452
8,Lotus F1,2013,18,kovalainen,1:37.715
9,Williams,2013,18,bottas,1:37.836
10,Sauber,2013,18,gutierrez,1:38.034
11,Toro Rosso,2013,18,ricciardo,1:38.131
12,Force India,2013,18,resta,1:38.139
13,McLaren,2013,18,button,1:38.217
14,Mercedes,2013,18,rosberg,1:38.364
15,Ferrari,2013,18,massa,1:38.592
16,Toro Rosso,2013,18,vergne,1:38.696
17,Force India,2013,18,sutil,1:39.250
18,Williams,2013,18,maldonado,1:39.351
19,Caterham,2013,18,garde,1:40.491
20,Marussia,2013,18,jules_bianchi,1:40.528
21,Caterham,2013,18,pic,1:40.596
22,Marussia,2013,18,chilton,1:41.401
1,Red Bull,2013,19,vettel,1:26.479
2,Mercedes,2013,19,rosberg,1:27.102
3,Ferrari,2013,19,alonso,1:27.539
4,Red Bull,2013,19,webber,1:27.572
5,Mercedes,2013,19,hamilton,1:27.677
6,Lotus F1,2013,19,grosjean,1:27.737
7,Toro Rosso,2013,19,ricciardo,1:28.052
8,Toro Rosso,2013,19,vergne,1:28.081
9,Ferrari,2013,19,massa,1:28.109
10,Sauber,2013,19,hulkenberg,1:29.582
11,Lotus F1,2013,19,kovalainen,1:27.456
12,Force India,2013,19,resta,1:27.798
13,Williams,2013,19,bottas,1:27.954
14,McLaren,2013,19,perez,1:28.269
15,McLaren,2013,19,button,1:28.308
16,Force India,2013,19,sutil,1:28.586
17,Williams,2013,19,maldonado,1:27.367
18,Sauber,2013,19,gutierrez,1:27.455
19,Caterham,2013,19,pic,1:27.843
20,Caterham,2013,19,garde,1:28.320
21,Marussia,2013,19,jules_bianchi,1:28.366
22,Marussia,2013,19,chilton,1:28.950
1,Mercedes,2014,1,hamilton,1:44.231
2,Red Bull,2014,1,ricciardo,1:44.548
3,Mercedes,2014,1,rosberg,1:44.595
4,McLaren,2014,1,kevin_magnussen,1:45.745
5,Ferrari,2014,1,alonso,1:45.819
6,Toro Rosso,2014,1,vergne,1:45.864
7,Force India,2014,1,hulkenberg,1:46.030
8,Toro Rosso,2014,1,kvyat,1:47.368
9,Williams,2014,1,massa,1:48.079
10,Williams,2014,1,bottas,1:48.147
11,McLaren,2014,1,button,1:44.437
12,Ferrari,2014,1,raikkonen,1:44.494
13,Red Bull,2014,1,vettel,1:44.688
14,Sauber,2014,1,sutil,1:45.655
15,Caterham,2014,1,kobayashi,1:45.867
16,Force India,2014,1,perez,1:47.293
17,Marussia,2014,1,chilton,1:34.293
18,Marussia,2014,1,jules_bianchi,1:34.794
19,Sauber,2014,1,gutierrez,1:35.117
20,Caterham,2014,1,ericsson,1:35.157
21,Lotus F1,2014,1,grosjean,1:36.993
1,Mercedes,2014,2,hamilton,1:59.431
2,Red Bull,2014,2,vettel,1:59.486
3,Mercedes,2014,2,rosberg,2:00.050
4,Ferrari,2014,2,alonso,2:00.175
5,Red Bull,2014,2,ricciardo,2:00.541
6,Ferrari,2014,2,raikkonen,2:01.218
7,Force India,2014,2,hulkenberg,2:01.712
8,McLaren,2014,2,kevin_magnussen,2:02.213
9,Toro Rosso,2014,2,vergne,2:03.078
10,McLaren,2014,2,button,2:04.053
11,Toro Rosso,2014,2,kvyat,2:02.351
12,Sauber,2014,2,gutierrez,2:02.369
13,Williams,2014,2,massa,2:02.460
14,Force India,2014,2,perez,2:02.511
15,Williams,2014,2,bottas,2:02.756
16,Lotus F1,2014,2,grosjean,2:02.885
17,Lotus F1,2014,2,maldonado,2:02.074
18,Sauber,2014,2,sutil,2:02.131
19,Marussia,2014,2,jules_bianchi,2:02.702
20,Caterham,2014,2,kobayashi,2:03.595
21,Marussia,2014,2,chilton,2:04.388
22,Caterham,2014,2,ericsson,2:04.407
1,Mercedes,2014,3,rosberg,1:33.185
2,Mercedes,2014,3,hamilton,1:33.464
3,Red Bull,2014,3,ricciardo,1:34.051
4,Williams,2014,3,bottas,1:34.247
5,Force India,2014,3,perez,1:34.346
6,Ferrari,2014,3,raikkonen,1:34.368
7,McLaren,2014,3,button,1:34.387
8,Williams,2014,3,massa,1:34.511
9,McLaren,2014,3,kevin_magnussen,1:34.712
10,Ferrari,2014,3,alonso,1:34.992
11,Red Bull,2014,3,vettel,1:34.985
12,Force India,2014,3,hulkenberg,1:35.116
13,Toro Rosso,2014,3,kvyat,1:35.145
14,Toro Rosso,2014,3,vergne,1:35.286
15,Sauber,2014,3,gutierrez,1:35.891
16,Lotus F1,2014,3,grosjean,1:35.908
17,Lotus F1,2014,3,maldonado,1:36.663
18,Sauber,2014,3,sutil,1:36.840
19,Caterham,2014,3,kobayashi,1:37.085
20,Marussia,2014,3,jules_bianchi,1:37.310
21,Caterham,2014,3,ericsson,1:37.875
22,Marussia,2014,3,chilton,1:37.913
1,Red Bull,2011,13,vettel,1:22.275
2,McLaren,2011,13,hamilton,1:22.725
3,McLaren,2011,13,button,1:22.777
4,Ferrari,2011,13,alonso,1:22.841
5,Red Bull,2011,13,webber,1:22.972
6,Ferrari,2011,13,massa,1:23.188
7,Renault,2011,13,petrov,1:23.530
8,Mercedes,2011,13,michael_schumacher,1:23.777
9,Mercedes,2011,13,rosberg,1:24.477
10,Renault,2011,13,bruno_senna,1:24.157
11,Force India,2011,13,resta,1:24.163
12,Force India,2011,13,sutil,1:24.209
13,Williams,2011,13,barrichello,1:24.648
14,Williams,2011,13,maldonado,1:24.726
15,Sauber,2011,13,perez,1:24.845
16,Toro Rosso,2011,13,buemi,1:24.932
17,Sauber,2011,13,kobayashi,1:25.065
18,Toro Rosso,2011,13,alguersuari,1:25.334
19,Lotus,2011,13,trulli,1:26.647
20,Lotus,2011,13,kovalainen,1:27.184
21,Virgin,2011,13,glock,1:27.591
22,Virgin,2011,13,ambrosio,1:27.609
23,HRT,2011,13,ricciardo,1:28.054
24,HRT,2011,13,liuzzi,1:28.231
1,Mercedes,2014,4,hamilton,1:53.860
2,Red Bull,2014,4,ricciardo,1:54.455
3,Red Bull,2014,4,vettel,1:54.960
4,Mercedes,2014,4,rosberg,1:55.143
5,Ferrari,2014,4,alonso,1:55.637
6,Williams,2014,4,massa,1:56.147
7,Williams,2014,4,bottas,1:56.282
8,Force India,2014,4,hulkenberg,1:56.366
